      CROP        SUB        HRU       YEAR      YIELD    BIOMASS
      SWCH         41       2880          5        0.0        0.0
      SWCH         41       2880          6        0.0        0.0
      SWCH         41       2880          7        0.0        0.0
      SWCH         41       2880          8        0.0        0.0
      SWCH         41       2880          9        0.0        0.0
      SWCH         41       2880         10        0.0        0.0
      SWCH         41       2881          1       30.4    29172.0
      SWCH         41       2881          2        0.0        0.0
      SWCH         41       2881          3        0.0        0.0
      SWCH         41       2881          4        0.0        0.0
      SWCH         41       2881          5        0.0        0.0
      SWCH         41       2881          6        0.0        0.0
      SWCH         41       2881          7        0.0        0.0
      SWCH         41       2881          8        0.0        0.0
      SWCH         41       2881          9        0.0        0.0
      SWCH         41       2881         10        0.0        0.0
      SWCH         41       2882          1       30.5    29169.7
      SWCH         41       2882          2        0.0        0.0
      SWCH         41       2882          3        0.0        0.0
      SWCH         41       2882          4        0.0        0.0
      SWCH         41       2882          5        0.0        0.0
      SWCH         41       2882          6        0.0        0.0
      SWCH         41       2882          7        0.0        0.0
      SWCH         41       2882          8        0.0        0.0
      SWCH         41       2882          9        0.0        0.0
      SWCH         41       2882         10        0.0        0.0
      SWCH         41       2883          1       30.4    29171.5
      SWCH         41       2883          2        0.0        0.0
      SWCH         41       2883          3        0.0        0.0
      SWCH         41       2883          4        0.0        0.0
      SWCH         41       2883          5        0.0        0.0
      SWCH         41       2883          6        0.0        0.0
      SWCH         41       2883          7        0.0        0.0
      SWCH         41       2883          8        0.0        0.0
      SWCH         41       2883          9        0.0        0.0
      SWCH         41       2883         10        0.0        0.0
      SWCH         41       2884          1       28.5    31499.1
      SWCH         41       2884          2        0.0        0.0
      SWCH         41       2884          3        0.0        0.0
      SWCH         41       2884          4        0.0        0.0
      SWCH         41       2884          5        0.0        0.0
      SWCH         41       2884          6        0.0        0.0
      SWCH         41       2884          7        0.0        0.0
      SWCH         41       2884          8        0.0        0.0
      SWCH         41       2884          9        0.0        0.0
      SWCH         41       2884         10        0.0        0.0
      SWCH         41       2885          1       28.5    31500.6
      SWCH         41       2885          2        0.0        0.0
      SWCH         41       2885          3        0.0        0.0
      SWCH         41       2885          4        0.0        0.0
      SWCH         41       2885          5        0.0        0.0
      SWCH         41       2885          6        0.0        0.0
      SWCH         41       2885          7        0.0        0.0
      SWCH         41       2885          8        0.0        0.0
      SWCH         41       2885          9        0.0        0.0
      SWCH         41       2885         10        0.0        0.0
      SWCH         41       2886          1       28.5    31505.1
      SWCH         41       2886          2        0.0        0.0
      SWCH         41       2886          3        0.0        0.0
      SWCH         41       2886          4        0.0        0.0
      SWCH         41       2886          5        0.0        0.0
      SWCH         41       2886          6        0.0        0.0
      SWCH         41       2886          7        0.0        0.0
      SWCH         41       2886          8        0.0        0.0
      SWCH         41       2886          9        0.0        0.0
      SWCH         41       2886         10        0.0        0.0
      SWCH         41       2887          1       28.7    31522.9
      SWCH         41       2887          2        0.0        0.0
      SWCH         41       2887          3        0.0        0.0
      SWCH         41       2887          4        0.0        0.0
      SWCH         41       2887          5        0.0        0.0
      SWCH         41       2887          6        0.0        0.0
      SWCH         41       2887          7        0.0        0.0
      SWCH         41       2887          8        0.0        0.0
      SWCH         41       2887          9        0.0        0.0
      SWCH         41       2887         10        0.0        0.0
      SWCH         42       2948          1       14.1    22584.9
      SWCH         42       2948          2        0.0        0.0
      SWCH         42       2948          3        0.0        0.0
      SWCH         42       2948          4        0.0        0.0
      SWCH         42       2948          5        0.0        0.0
      SWCH         42       2948          6        0.0        0.0
      SWCH         42       2948          7        0.0        0.0
      SWCH         42       2948          8        0.0        0.0
      SWCH         42       2948          9        0.0        0.0
      SWCH         42       2948         10        0.0        0.0
      SWCH         42       2949          1       14.4    22709.4
      SWCH         42       2949          2        0.0        0.0
      SWCH         42       2949          3        0.0        0.0
      SWCH         42       2949          4        0.0        0.0
      SWCH         42       2949          5        0.0        0.0
      SWCH         42       2949          6        0.0        0.0
      SWCH         42       2949          7        0.0        0.0
      SWCH         42       2949          8        0.0        0.0
      SWCH         42       2949          9        0.0        0.0
      SWCH         42       2949         10        0.0        0.0
      SWCH         42       2950          1       14.0    22562.8
      SWCH         42       2950          2        0.0        0.0
      SWCH         42       2950          3        0.0        0.0
      SWCH         42       2950          4        0.0        0.0
      SWCH         42       2950          5        0.0        0.0
      SWCH         42       2950          6        0.0        0.0
      SWCH         42       2950          7        0.0        0.0
      SWCH         42       2950          8        0.0        0.0
      SWCH         42       2950          9        0.0        0.0
      SWCH         42       2950         10        0.0        0.0
      SWCH         42       2951          1       14.0    22555.6
      SWCH         42       2951          2        0.0        0.0
      SWCH         42       2951          3        0.0        0.0
      SWCH         42       2951          4        0.0        0.0
      SWCH         42       2951          5        0.0        0.0
      SWCH         42       2951          6        0.0        0.0
      SWCH         42       2951          7        0.0        0.0
      SWCH         42       2951          8        0.0        0.0
      SWCH         42       2951          9        0.0        0.0
      SWCH         42       2951         10        0.0        0.0
      SWCH         42       2952          1       17.6    14895.0
      SWCH         42       2952          2        0.0        0.0
      SWCH         42       2952          3        0.0        0.0
      SWCH         42       2952          4        0.0        0.0
      SWCH         42       2952          5        0.0        0.0
      SWCH         42       2952          6        0.0        0.0
      SWCH         42       2952          7        0.0        0.0
      SWCH         42       2952          8        0.0        0.0
      SWCH         42       2952          9        0.0        0.0
      SWCH         42       2952         10        0.0        0.0
      SWCH         42       2953          1       18.0    14934.3
      SWCH         42       2953          2        0.0        0.0
      SWCH         42       2953          3        0.0        0.0
      SWCH         42       2953          4        0.0        0.0
      SWCH         42       2953          5        0.0        0.0
      SWCH         42       2953          6        0.0        0.0
      SWCH         42       2953          7        0.0        0.0
      SWCH         42       2953          8        0.0        0.0
      SWCH         42       2953          9        0.0        0.0
      SWCH         42       2953         10        0.0        0.0
      SWCH         42       2954          1       17.7    14902.4
      SWCH         42       2954          2        0.0        0.0
      SWCH         42       2954          3        0.0        0.0
      SWCH         42       2954          4        0.0        0.0
      SWCH         42       2954          5        0.0        0.0
      SWCH         42       2954          6        0.0        0.0
      SWCH         42       2954          7        0.0        0.0
      SWCH         42       2954          8        0.0        0.0
      SWCH         42       2954          9        0.0        0.0
      SWCH         42       2954         10        0.0        0.0
      SWCH         42       2955          1       17.6    14896.7
      SWCH         42       2955          2        0.0        0.0
      SWCH         42       2955          3        0.0        0.0
      SWCH         42       2955          4        0.0        0.0
      SWCH         42       2955          5        0.0        0.0
      SWCH         42       2955          6        0.0        0.0
      SWCH         42       2955          7        0.0        0.0
      SWCH         42       2955          8        0.0        0.0
      SWCH         42       2955          9        0.0        0.0
      SWCH         42       2955         10        0.0        0.0
      SWCH         42       2956          1       11.5    33424.0
      SWCH         42       2956          2        0.0        0.0
      SWCH         42       2956          3        0.0        0.0
      SWCH         42       2956          4        0.0        0.0
      SWCH         42       2956          5        0.0        0.0
      SWCH         42       2956          6        0.0        0.0
      SWCH         42       2956          7        0.0        0.0
      SWCH         42       2956          8        0.0        0.0
      SWCH         42       2956          9        0.0        0.0
      SWCH         42       2956         10        0.0        0.0
      SWCH         42       2957          1       11.7    34188.8
      SWCH         42       2957          2        0.0        0.0
      SWCH         42       2957          3        0.0        0.0
      SWCH         42       2957          4        0.0        0.0
      SWCH         42       2957          5        0.0        0.0
      SWCH         42       2957          6        0.0        0.0
      SWCH         42       2957          7        0.0        0.0
      SWCH         42       2957          8        0.0        0.0
      SWCH         42       2957          9        0.0        0.0
      SWCH         42       2957         10        0.0        0.0
      SWCH         42       2958          1       11.7    34076.1
      SWCH         42       2958          2        0.0        0.0
      SWCH         42       2958          3        0.0        0.0
      SWCH         42       2958          4        0.0        0.0
      SWCH         42       2958          5        0.0        0.0
      SWCH         42       2958          6        0.0        0.0
      SWCH         42       2958          7        0.0        0.0
      SWCH         42       2958          8        0.0        0.0
      SWCH         42       2958          9        0.0        0.0
      SWCH         42       2958         10        0.0        0.0
      SWCH         42       2959          1       11.8    34221.1
      SWCH         42       2959          2        0.0        0.0
      SWCH         42       2959          3        0.0        0.0
      SWCH         42       2959          4        0.0        0.0
      SWCH         42       2959          5        0.0        0.0
      SWCH         42       2959          6        0.0        0.0
      SWCH         42       2959          7        0.0        0.0
      SWCH         42       2959          8        0.0        0.0
      SWCH         42       2959          9        0.0        0.0
      SWCH         42       2959         10        0.0        0.0
      SWCH         45       3180          1       12.7    24823.3
      SWCH         45       3180          2        0.0        0.0
      SWCH         45       3180          3        0.0        0.0
      SWCH         45       3180          4        0.0        0.0
      SWCH         45       3180          5        0.0        0.0
      SWCH         45       3180          6        0.0        0.0
      SWCH         45       3180          7        0.0        0.0
      SWCH         45       3180          8        0.0        0.0
      SWCH         45       3180          9        0.0        0.0
      SWCH         45       3180         10        0.0        0.0
      SWCH         45       3181          1       12.6    24659.0
      SWCH         45       3181          2        0.0        0.0
      SWCH         45       3181          3        0.0        0.0
      SWCH         45       3181          4        0.0        0.0
      SWCH         45       3181          5        0.0        0.0
      SWCH         45       3181          6        0.0        0.0
      SWCH         45       3181          7        0.0        0.0
      SWCH         45       3181          8        0.0        0.0
      SWCH         45       3181          9        0.0        0.0
      SWCH         45       3181         10        0.0        0.0
      SWCH         45       3182          1       12.6    24630.0
      SWCH         45       3182          2        0.0        0.0
      SWCH         45       3182          3        0.0        0.0
      SWCH         45       3182          4        0.0        0.0
      SWCH         45       3182          5        0.0        0.0
      SWCH         45       3182          6        0.0        0.0
      SWCH         45       3182          7        0.0        0.0
      SWCH         45       3182          8        0.0        0.0
      SWCH         45       3182          9        0.0        0.0
      SWCH         45       3182         10        0.0        0.0
      SWCH         45       3183          1       12.6    24637.4
      SWCH         45       3183          2        0.0        0.0
      SWCH         45       3183          3        0.0        0.0
      SWCH         45       3183          4        0.0        0.0
      SWCH         45       3183          5        0.0        0.0
      SWCH         45       3183          6        0.0        0.0
      SWCH         45       3183          7        0.0        0.0
      SWCH         45       3183          8        0.0        0.0
      SWCH         45       3183          9        0.0        0.0
      SWCH         45       3183         10        0.0        0.0
      SWCH         45       3184          1        5.4    12323.4
      SWCH         45       3184          2        0.0        0.0
      SWCH         45       3184          3        0.0        0.0
      SWCH         45       3184          4        0.0        0.0
      SWCH         45       3184          5        0.0        0.0
      SWCH         45       3184          6        0.0        0.0
      SWCH         45       3184          7        0.0        0.0
      SWCH         45       3184          8        0.0        0.0
      SWCH         45       3184          9        0.0        0.0
      SWCH         45       3184         10        0.0        0.0
      SWCH         45       3185          1        5.3    12252.9
      SWCH         45       3185          2        0.0        0.0
      SWCH         45       3185          3        0.0        0.0
      SWCH         45       3185          4        0.0        0.0
      SWCH         45       3185          5        0.0        0.0
      SWCH         45       3185          6        0.0        0.0
      SWCH         45       3185          7        0.0        0.0
      SWCH         45       3185          8        0.0        0.0
      SWCH         45       3185          9        0.0        0.0
      SWCH         45       3185         10        0.0        0.0
      SWCH         45       3186          1        5.3    12242.9
      SWCH         45       3186          2        0.0        0.0
      SWCH         45       3186          3        0.0        0.0
      SWCH         45       3186          4        0.0        0.0
      SWCH         45       3186          5        0.0        0.0
      SWCH         45       3186          6        0.0        0.0
      SWCH         45       3186          7        0.0        0.0
      SWCH         45       3186          8        0.0        0.0
      SWCH         45       3186          9        0.0        0.0
      SWCH         45       3186         10        0.0        0.0
      SWCH         45       3187          1        5.3    12240.8
      SWCH         45       3187          2        0.0        0.0
      SWCH         45       3187          3        0.0        0.0
      SWCH         45       3187          4        0.0        0.0
      SWCH         45       3187          5        0.0        0.0
      SWCH         45       3187          6        0.0        0.0
      SWCH         45       3187          7        0.0        0.0
      SWCH         45       3187          8        0.0        0.0
      SWCH         45       3187          9        0.0        0.0
      SWCH         45       3187         10        0.0        0.0
      SWCH         45       3188          1        9.6    26038.2
      SWCH         45       3188          2        0.0        0.0
      SWCH         45       3188          3        0.0        0.0
      SWCH         45       3188          4        0.0        0.0
      SWCH         45       3188          5        0.0        0.0
      SWCH         45       3188          6        0.0        0.0
      SWCH         45       3188          7        0.0        0.0
      SWCH         45       3188          8        0.0        0.0
      SWCH         45       3188          9        0.0        0.0
      SWCH         45       3188         10        0.0        0.0
      SWCH         45       3189          1        9.7    26279.1
      SWCH         45       3189          2        0.0        0.0
      SWCH         45       3189          3        0.0        0.0
      SWCH         45       3189          4        0.0        0.0
      SWCH         45       3189          5        0.0        0.0
      SWCH         45       3189          6        0.0        0.0
      SWCH         45       3189          7        0.0        0.0
      SWCH         45       3189          8        0.0        0.0
      SWCH         45       3189          9        0.0        0.0
      SWCH         45       3189         10        0.0        0.0
      SWCH         45       3190          1        9.6    26074.8
      SWCH         45       3190          2        0.0        0.0
      SWCH         45       3190          3        0.0        0.0
      SWCH         45       3190          4        0.0        0.0
      SWCH         45       3190          5        0.0        0.0
      SWCH         45       3190          6        0.0        0.0
      SWCH         45       3190          7        0.0        0.0
      SWCH         45       3190          8        0.0        0.0
      SWCH         45       3190          9        0.0        0.0
      SWCH         45       3190         10        0.0        0.0
      SWCH         45       3191          1        9.6    26027.4
      SWCH         45       3191          2        0.0        0.0
      SWCH         45       3191          3        0.0        0.0
      SWCH         45       3191          4        0.0        0.0
      SWCH         45       3191          5        0.0        0.0
      SWCH         45       3191          6        0.0        0.0
      SWCH         45       3191          7        0.0        0.0
      SWCH         45       3191          8        0.0        0.0
      SWCH         45       3191          9        0.0        0.0
      SWCH         45       3191         10        0.0        0.0
      SWCH         46       3272          1       13.7     9874.3
      SWCH         46       3272          2        0.0        0.0
      SWCH         46       3272          3        0.0        0.0
      SWCH         46       3272          4        0.0        0.0
      SWCH         46       3272          5        0.0        0.0
      SWCH         46       3272          6        0.0        0.0
      SWCH         46       3272          7        0.0        0.0
      SWCH         46       3272          8        0.0        0.0
      SWCH         46       3272          9        0.0        0.0
      SWCH         46       3272         10        0.0        0.0
      SWCH         46       3273          1       13.7     9878.3
      SWCH         46       3273          2        0.0        0.0
      SWCH         46       3273          3        0.0        0.0
      SWCH         46       3273          4        0.0        0.0
      SWCH         46       3273          5        0.0        0.0
      SWCH         46       3273          6        0.0        0.0
      SWCH         46       3273          7        0.0        0.0
      SWCH         46       3273          8        0.0        0.0
      SWCH         46       3273          9        0.0        0.0
      SWCH         46       3273         10        0.0        0.0
      SWCH         46       3274          1       13.8     9893.6
      SWCH         46       3274          2        0.0        0.0
      SWCH         46       3274          3        0.0        0.0
      SWCH         46       3274          4        0.0        0.0
      SWCH         46       3274          5        0.0        0.0
      SWCH         46       3274          6        0.0        0.0
      SWCH         46       3274          7        0.0        0.0
      SWCH         46       3274          8        0.0        0.0
      SWCH         46       3274          9        0.0        0.0
      SWCH         46       3274         10        0.0        0.0
      SWCH         46       3275          1       13.9     9974.5
      SWCH         46       3275          2        0.0        0.0
      SWCH         46       3275          3        0.0        0.0
      SWCH         46       3275          4        0.0        0.0
      SWCH         46       3275          5        0.0        0.0
      SWCH         46       3275          6        0.0        0.0
      SWCH         46       3275          7        0.0        0.0
      SWCH         46       3275          8        0.0        0.0
      SWCH         46       3275          9        0.0        0.0
      SWCH         46       3275         10        0.0        0.0
      SWCH         46       3276          1       14.1    18878.6
      SWCH         46       3276          2        0.0        0.0
      SWCH         46       3276          3        0.0        0.0
      SWCH         46       3276          4        0.0        0.0
      SWCH         46       3276          5        0.0        0.0
      SWCH         46       3276          6        0.0        0.0
      SWCH         46       3276          7        0.0        0.0
      SWCH         46       3276          8        0.0        0.0
      SWCH         46       3276          9        0.0        0.0
      SWCH         46       3276         10        0.0        0.0
      SWCH         46       3277          1       14.1    18786.4
      SWCH         46       3277          2        0.0        0.0
      SWCH         46       3277          3        0.0        0.0
      SWCH         46       3277          4        0.0        0.0
      SWCH         46       3277          5        0.0        0.0
      SWCH         46       3277          6        0.0        0.0
      SWCH         46       3277          7        0.0        0.0
      SWCH         46       3277          8        0.0        0.0
      SWCH         46       3277          9        0.0        0.0
      SWCH         46       3277         10        0.0        0.0
      SWCH         46       3278          1       14.2    18755.5
      SWCH         46       3278          2        0.0        0.0
      SWCH         46       3278          3        0.0        0.0
      SWCH         46       3278          4        0.0        0.0
      SWCH         46       3278          5        0.0        0.0
      SWCH         46       3278          6        0.0        0.0
      SWCH         46       3278          7        0.0        0.0
      SWCH         46       3278          8        0.0        0.0
      SWCH         46       3278          9        0.0        0.0
      SWCH         46       3278         10        0.0        0.0
      SWCH         46       3279          1       14.1    19602.7
      SWCH         46       3279          2        0.0        0.0
      SWCH         46       3279          3        0.0        0.0
      SWCH         46       3279          4        0.0        0.0
      SWCH         46       3279          5        0.0        0.0
      SWCH         46       3279          6        0.0        0.0
      SWCH         46       3279          7        0.0        0.0
      SWCH         46       3279          8        0.0        0.0
      SWCH         46       3279          9        0.0        0.0
      SWCH         46       3279         10        0.0        0.0
      SWCH         48       3416          1       27.1    28722.9
      SWCH         48       3416          2        0.0        0.0
      SWCH         48       3416          3        0.0        0.0
      SWCH         48       3416          4        0.0        0.0
      SWCH         48       3416          5        0.0        0.0
      SWCH         48       3416          6        0.0        0.0
      SWCH         48       3416          7        0.0        0.0
      SWCH         48       3416          8        0.0        0.0
      SWCH         48       3416          9        0.0        0.0
      SWCH         48       3416         10        0.0        0.0
      SWCH         48       3417          1       27.2    28713.4
      SWCH         48       3417          2        0.0        0.0
      SWCH         48       3417          3        0.0        0.0
      SWCH         48       3417          4        0.0        0.0
      SWCH         48       3417          5        0.0        0.0
      SWCH         48       3417          6        0.0        0.0
      SWCH         48       3417          7        0.0        0.0
      SWCH         48       3417          8        0.0        0.0
      SWCH         48       3417          9        0.0        0.0
      SWCH         48       3417         10        0.0        0.0
      SWCH         48       3418          1       28.9    28907.0
      SWCH         48       3418          2        0.0        0.0
      SWCH         48       3418          3        0.0        0.0
      SWCH         48       3418          4        0.0        0.0
      SWCH         48       3418          5        0.0        0.0
      SWCH         48       3418          6        0.0        0.0
      SWCH         48       3418          7        0.0        0.0
      SWCH         48       3418          8        0.0        0.0
      SWCH         48       3418          9        0.0        0.0
      SWCH         48       3418         10        0.0        0.0
      SWCH         48       3419          1       27.1    28720.8
      SWCH         48       3419          2        0.0        0.0
      SWCH         48       3419          3        0.0        0.0
      SWCH         48       3419          4        0.0        0.0
      SWCH         48       3419          5        0.0        0.0
      SWCH         48       3419          6        0.0        0.0
      SWCH         48       3419          7        0.0        0.0
      SWCH         48       3419          8        0.0        0.0
      SWCH         48       3419          9        0.0        0.0
      SWCH         48       3419         10        0.0        0.0
      SWCH         48       3420          1       33.8    18582.5
      SWCH         48       3420          2        0.0        0.0
      SWCH         48       3420          3        0.0        0.0
      SWCH         48       3420          4        0.0        0.0
      SWCH         48       3420          5        0.0        0.0
      SWCH         48       3420          6        0.0        0.0
      SWCH         48       3420          7        0.0        0.0
      SWCH         48       3420          8        0.0        0.0
      SWCH         48       3420          9        0.0        0.0
      SWCH         48       3420         10        0.0        0.0
      SWCH         48       3421          1       33.6    18598.5
      SWCH         48       3421          2        0.0        0.0
      SWCH         48       3421          3        0.0        0.0
      SWCH         48       3421          4        0.0        0.0
      SWCH         48       3421          5        0.0        0.0
      SWCH         48       3421          6        0.0        0.0
      SWCH         48       3421          7        0.0        0.0
      SWCH         48       3421          8        0.0        0.0
      SWCH         48       3421          9        0.0        0.0
      SWCH         48       3421         10        0.0        0.0
      SWCH         48       3422          1       33.5    18600.8
      SWCH         48       3422          2        0.0        0.0
      SWCH         48       3422          3        0.0        0.0
      SWCH         48       3422          4        0.0        0.0
      SWCH         48       3422          5        0.0        0.0
      SWCH         48       3422          6        0.0        0.0
      SWCH         48       3422          7        0.0        0.0
      SWCH         48       3422          8        0.0        0.0
      SWCH         48       3422          9        0.0        0.0
      SWCH         48       3422         10        0.0        0.0
      SWCH         48       3423          1       39.1    18701.5
      SWCH         48       3423          2        0.0        0.0
      SWCH         48       3423          3        0.0        0.0
      SWCH         48       3423          4        0.0        0.0
      SWCH         48       3423          5        0.0        0.0
      SWCH         48       3423          6        0.0        0.0
      SWCH         48       3423          7        0.0        0.0
      SWCH         48       3423          8        0.0        0.0
      SWCH         48       3423          9        0.0        0.0
      SWCH         48       3423         10        0.0        0.0
      SWCH         48       3424          1       23.8    32237.1
      SWCH         48       3424          2        0.0        0.0
      SWCH         48       3424          3        0.0        0.0
      SWCH         48       3424          4        0.0        0.0
      SWCH         48       3424          5        0.0        0.0
      SWCH         48       3424          6        0.0        0.0
      SWCH         48       3424          7        0.0        0.0
      SWCH         48       3424          8        0.0        0.0
      SWCH         48       3424          9        0.0        0.0
      SWCH         48       3424         10        0.0        0.0
      SWCH         48       3425          1       23.7    32123.8
      SWCH         48       3425          2        0.0        0.0
      SWCH         48       3425          3        0.0        0.0
      SWCH         48       3425          4        0.0        0.0
      SWCH         48       3425          5        0.0        0.0
      SWCH         48       3425          6        0.0        0.0
      SWCH         48       3425          7        0.0        0.0
      SWCH         48       3425          8        0.0        0.0
      SWCH         48       3425          9        0.0        0.0
      SWCH         48       3425         10        0.0        0.0
      SWCH         48       3426          1       23.7    32102.8
      SWCH         48       3426          2        0.0        0.0
      SWCH         48       3426          3        0.0        0.0
      SWCH         48       3426          4        0.0        0.0
      SWCH         48       3426          5        0.0        0.0
      SWCH         48       3426          6        0.0        0.0
      SWCH         48       3426          7        0.0        0.0
      SWCH         48       3426          8        0.0        0.0
      SWCH         48       3426          9        0.0        0.0
      SWCH         48       3426         10        0.0        0.0
      SWCH         48       3427          1       23.7    32097.3
      SWCH         48       3427          2        0.0        0.0
      SWCH         48       3427          3        0.0        0.0
      SWCH         48       3427          4        0.0        0.0
      SWCH         48       3427          5        0.0        0.0
      SWCH         48       3427          6        0.0        0.0
      SWCH         48       3427          7        0.0        0.0
      SWCH         48       3427          8        0.0        0.0
      SWCH         48       3427          9        0.0        0.0
      SWCH         48       3427         10        0.0        0.0
      SWCH         49       3516          1       23.0    27782.3
      SWCH         49       3516          2        0.0        0.0
      SWCH         49       3516          3        0.0        0.0
      SWCH         49       3516          4        0.0        0.0
      SWCH         49       3516          5        0.0        0.0
      SWCH         49       3516          6        0.0        0.0
      SWCH         49       3516          7        0.0        0.0
      SWCH         49       3516          8        0.0        0.0
      SWCH         49       3516          9        0.0        0.0
      SWCH         49       3516         10        0.0        0.0
      SWCH         49       3517          1       23.0    27854.2
      SWCH         49       3517          2        0.0        0.0
      SWCH         49       3517          3        0.0        0.0
      SWCH         49       3517          4        0.0        0.0
      SWCH         49       3517          5        0.0        0.0
      SWCH         49       3517          6        0.0        0.0
      SWCH         49       3517          7        0.0        0.0
      SWCH         49       3517          8        0.0        0.0
      SWCH         49       3517          9        0.0        0.0
      SWCH         49       3517         10        0.0        0.0
      SWCH         49       3518          1       23.0    27801.7
      SWCH         49       3518          2        0.0        0.0
      SWCH         49       3518          3        0.0        0.0
      SWCH         49       3518          4        0.0        0.0
      SWCH         49       3518          5        0.0        0.0
      SWCH         49       3518          6        0.0        0.0
      SWCH         49       3518          7        0.0        0.0
      SWCH         49       3518          8        0.0        0.0
      SWCH         49       3518          9        0.0        0.0
      SWCH         49       3518         10        0.0        0.0
      SWCH         49       3519          1       23.0    27778.4
      SWCH         49       3519          2        0.0        0.0
      SWCH         49       3519          3        0.0        0.0
      SWCH         49       3519          4        0.0        0.0
      SWCH         49       3519          5        0.0        0.0
      SWCH         49       3519          6        0.0        0.0
      SWCH         49       3519          7        0.0        0.0
      SWCH         49       3519          8        0.0        0.0
      SWCH         49       3519          9        0.0        0.0
      SWCH         49       3519         10        0.0        0.0
      SWCH         49       3520          1       22.0    29213.2
      SWCH         49       3520          2        0.0        0.0
      SWCH         49       3520          3        0.0        0.0
      SWCH         49       3520          4        0.0        0.0
      SWCH         49       3520          5        0.0        0.0
      SWCH         49       3520          6        0.0        0.0
      SWCH         49       3520          7        0.0        0.0
      SWCH         49       3520          8        0.0        0.0
      SWCH         49       3520          9        0.0        0.0
      SWCH         49       3520         10        0.0        0.0
      SWCH         49       3521          1       22.0    29268.9
      SWCH         49       3521          2        0.0        0.0
      SWCH         49       3521          3        0.0        0.0
      SWCH         49       3521          4        0.0        0.0
      SWCH         49       3521          5        0.0        0.0
      SWCH         49       3521          6        0.0        0.0
      SWCH         49       3521          7        0.0        0.0
      SWCH         49       3521          8        0.0        0.0
      SWCH         49       3521          9        0.0        0.0
      SWCH         49       3521         10        0.0        0.0
      SWCH         49       3522          1       22.0    29193.3
      SWCH         49       3522          2        0.0        0.0
      SWCH         49       3522          3        0.0        0.0
      SWCH         49       3522          4        0.0        0.0
      SWCH         49       3522          5        0.0        0.0
      SWCH         49       3522          6        0.0        0.0
      SWCH         49       3522          7        0.0        0.0
      SWCH         49       3522          8        0.0        0.0
      SWCH         49       3522          9        0.0        0.0
      SWCH         49       3522         10        0.0        0.0
      SWCH         49       3523          1       22.0    29461.9
      SWCH         49       3523          2        0.0        0.0
      SWCH         49       3523          3        0.0        0.0
      SWCH         49       3523          4        0.0        0.0
      SWCH         49       3523          5        0.0        0.0
      SWCH         49       3523          6        0.0        0.0
      SWCH         49       3523          7        0.0        0.0
      SWCH         49       3523          8        0.0        0.0
      SWCH         49       3523          9        0.0        0.0
      SWCH         49       3523         10        0.0        0.0
      SWCH         49       3524          1       23.2    36374.4
      SWCH         49       3524          2        0.0        0.0
      SWCH         49       3524          3        0.0        0.0
      SWCH         49       3524          4        0.0        0.0
      SWCH         49       3524          5        0.0        0.0
      SWCH         49       3524          6        0.0        0.0
      SWCH         49       3524          7        0.0        0.0
      SWCH         49       3524          8        0.0        0.0
      SWCH         49       3524          9        0.0        0.0
      SWCH         49       3524         10        0.0        0.0
      SWCH         49       3525          1       23.3    36382.7
      SWCH         49       3525          2        0.0        0.0
      SWCH         49       3525          3        0.0        0.0
      SWCH         49       3525          4        0.0        0.0
      SWCH         49       3525          5        0.0        0.0
      SWCH         49       3525          6        0.0        0.0
      SWCH         49       3525          7        0.0        0.0
      SWCH         49       3525          8        0.0        0.0
      SWCH         49       3525          9        0.0        0.0
      SWCH         49       3525         10        0.0        0.0
      SWCH         49       3526          1       23.3    36399.0
      SWCH         49       3526          2        0.0        0.0
      SWCH         49       3526          3        0.0        0.0
      SWCH         49       3526          4        0.0        0.0
      SWCH         49       3526          5        0.0        0.0
      SWCH         49       3526          6        0.0        0.0
      SWCH         49       3526          7        0.0        0.0
      SWCH         49       3526          8        0.0        0.0
      SWCH         49       3526          9        0.0        0.0
      SWCH         49       3526         10        0.0        0.0
      SWCH         49       3527          1       23.2    36376.9
      SWCH         49       3527          2        0.0        0.0
      SWCH         49       3527          3        0.0        0.0
      SWCH         49       3527          4        0.0        0.0
      SWCH         49       3527          5        0.0        0.0
      SWCH         49       3527          6        0.0        0.0
      SWCH         49       3527          7        0.0        0.0
      SWCH         49       3527          8        0.0        0.0
      SWCH         49       3527          9        0.0        0.0
      SWCH         49       3527         10        0.0        0.0
      SWCH         51       3744          1       13.9    29585.6
      SWCH         51       3744          2        0.0        0.0
      SWCH         51       3744          3        0.0        0.0
      SWCH         51       3744          4        0.0        0.0
      SWCH         51       3744          5        0.0        0.0
      SWCH         51       3744          6        0.0        0.0
      SWCH         51       3744          7        0.0        0.0
      SWCH         51       3744          8        0.0        0.0
      SWCH         51       3744          9        0.0        0.0
      SWCH         51       3744         10        0.0        0.0
      SWCH         51       3745          1       14.1    29832.5
      SWCH         51       3745          2        0.0        0.0
      SWCH         51       3745          3        0.0        0.0
      SWCH         51       3745          4        0.0        0.0
      SWCH         51       3745          5        0.0        0.0
      SWCH         51       3745          6        0.0        0.0
      SWCH         51       3745          7        0.0        0.0
      SWCH         51       3745          8        0.0        0.0
      SWCH         51       3745          9        0.0        0.0
      SWCH         51       3745         10        0.0        0.0
      SWCH         51       3746          1       15.6    32968.1
      SWCH         51       3746          2        0.0        0.0
      SWCH         51       3746          3        0.0        0.0
      SWCH         51       3746          4        0.0        0.0
      SWCH         51       3746          5        0.0        0.0
      SWCH         51       3746          6        0.0        0.0
